match,stroke,event,stroke_type,merged_type,start_frame,end_frame,dataset,class_id
4,1562,2815,HFR,HFR,324374,324390,Val,1
4,1568,2825,HFR,HFR,325517,325541,Val,1
4,1572,2832,HFR,HFR,326468,326486,Val,1
4,1574,2836,HFR,HFR,326511,326540,Val,1
4,1576,2840,HFR,HFR,326572,326610,Val,1
4,1580,2847,HFR,HFR,327454,327477,Val,1
4,1583,2852,HFR,HFR,328213,328228,Val,1
4,1585,2855,HFR,HFR,328458,328475,Val,1
4,1595,2874,HFR,HFR,335053,335087,Test,1
4,1597,2878,HFR,HFR,335117,335150,Test,1
4,1599,2882,HFR,HFR,335183,335211,Test,1
4,1603,2889,HFR,HFR,335744,335769,Test,1
4,1605,2892,HFR,HFR,336215,336236,Test,1
4,1615,2910,HFR,HFR,338951,338983,Test,1
4,1617,2914,HFR,HFR,339021,339060,Test,1
4,1621,2922,HFR,HFR,339154,339198,Test,1
4,1623,2926,HFR,HFR,339233,339264,Test,1
4,1625,2930,HFR,HFR,339294,339322,Test,1
4,1627,2933,HFR,HFR,339353,339393,Test,1
4,1632,2942,HFR,HFR,340876,340920,Test,1
4,1649,2970,HFR,HFR,346933,346952,Test,1
4,1651,2973,HFR,HFR,347328,347347,Test,1
4,1653,2977,HFR,HFR,347393,347413,Test,1
4,1663,2995,HFR,HFR,349824,349843,Test,1
4,1669,3007,HFR,HFR,350014,350048,Test,1
4,1671,3010,HFR,HFR,351266,351288,Test,1
4,1675,3018,HFR,HFR,351438,351475,Test,1
4,1677,3022,HFR,HFR,351510,351545,Test,1
4,1679,3025,HFR,HFR,352545,352564,Test,1
4,1682,3030,HFR,HFR,353503,353527,Test,1
4,1684,3034,HFR,HFR,353568,353599,Test,1
4,1688,3041,HFR,HFR,354558,354579,Test,1
4,1691,3046,HFR,HFR,355417,355442,Test,1
4,1693,3050,HFR,HFR,355479,355509,Test,1
4,1696,3055,HFR,HFR,358203,358223,Test,1
4,1702,3065,HFR,HFR,358909,358941,Test,1
4,1709,3077,HFR,HFR,360501,360522,Test,1
4,1712,3082,HFR,HFR,361460,361485,Test,1
4,1720,3096,HFR,HFR,363014,363033,Test,1
4,1722,3100,HFR,HFR,363064,363098,Test,1
4,1724,3103,HFR,HFR,363651,363671,Test,1
4,1726,3106,HFR,HFR,364267,364285,Test,1
4,1728,3109,HFR,HFR,364486,364505,Test,1
4,1732,3117,HFR,HFR,364638,364658,Test,1
4,1739,3129,HFR,HFR,366663,366691,Test,1
4,1745,3140,HFR,HFR,368279,368312,Test,1
4,1749,3148,HFR,HFR,368425,368453,Test,1
4,1751,3152,HFR,HFR,368482,368521,Test,1
4,1753,3156,HFR,HFR,368560,368591,Test,1
4,1758,3165,HFR,HFR,370485,370518,Test,1
4,1768,3184,HFR,HFR,371648,371682,Test,1
4,1774,3194,HFR,HFR,372987,373024,Test,1
4,1778,3202,HFR,HFR,373113,373164,Test,1
4,1782,3209,HFR,HFR,376026,376056,Test,1
4,1786,3217,HFR,HFR,376156,376184,Test,1
4,1791,3225,HFR,HFR,377062,377097,Test,1
4,1793,3228,HFR,HFR,378421,378439,Test,1
4,1795,3231,HFR,HFR,378935,378956,Test,1
4,1799,3237,HFR,HFR,379610,379637,Test,1
4,1801,3241,HFR,HFR,379675,379697,Test,1
4,1804,3246,HFR,HFR,380504,380523,Test,1
4,1806,3250,HFR,HFR,380557,380587,Test,1
4,1809,3255,HFR,HFR,381379,381403,Test,1
4,1813,3262,HFR,HFR,382090,382109,Test,1
4,1815,3266,HFR,HFR,382145,382174,Test,1
4,1819,3274,HFR,HFR,382272,382306,Test,1
4,1825,3285,HFR,HFR,385672,385691,Test,1
4,1831,3297,HFR,HFR,385873,385899,Test,1
4,1840,3313,HFR,HFR,387340,387364,Test,1
4,1842,3317,HFR,HFR,387393,387425,Test,1
4,1857,3344,HFR,HFR,390432,390467,Test,1
4,1863,3355,HFR,HFR,391536,391571,Test,1
4,1869,3367,HFR,HFR,391738,391783,Test,1
4,1872,3372,HFR,HFR,392825,392852,Test,1
4,1879,3385,HFR,HFR,394028,394067,Test,1
4,1887,3401,HFR,HFR,394294,394337,Test,1
4,1898,3421,HFR,HFR,397858,397888,Test,1
4,1900,3425,HFR,HFR,397930,397956,Test,1
4,1908,3438,HFR,HFR,399726,399755,Test,1
4,1917,3455,HFR,HFR,400795,400823,Test,1
4,1919,3459,HFR,HFR,400860,400886,Test,1
4,1923,3467,HFR,HFR,400975,401007,Test,1
4,1938,3494,HFR,HFR,404022,404051,Test,1
4,1940,3498,HFR,HFR,404084,404112,Test,1
4,1942,3502,HFR,HFR,404150,404175,Test,1
4,1944,3506,HFR,HFR,404207,404234,Test,1
4,1946,3510,HFR,HFR,404270,404298,Test,1
4,1948,3514,HFR,HFR,404331,404382,Test,1
5,7,12,HFR,HFR,15783,15804,Train,1
5,11,19,HFR,HFR,16428,16457,Train,1
5,13,23,HFR,HFR,16487,16517,Train,1
5,17,31,HFR,HFR,16612,16643,Train,1
5,19,35,HFR,HFR,16678,16719,Train,1
5,23,42,HFR,HFR,17796,17826,Train,1
5,25,46,HFR,HFR,17857,17889,Train,1
5,29,53,HFR,HFR,19435,19455,Train,1
5,31,57,HFR,HFR,19492,19521,Train,1
5,35,64,HFR,HFR,20391,20428,Train,1
5,39,71,HFR,HFR,20998,21025,Train,1
5,42,76,HFR,HFR,21414,21445,Train,1
5,61,107,HFR,HFR,27480,27517,Train,1
5,75,132,HFR,HFR,29689,29721,Train,1
5,81,142,HFR,HFR,31207,31229,Train,1
5,88,154,HFR,HFR,32655,32674,Train,1
5,90,158,HFR,HFR,32716,32745,Train,1
5,94,166,HFR,HFR,32853,32882,Train,1
5,100,178,HFR,HFR,33082,33098,Train,1
5,109,194,HFR,HFR,38420,38439,Train,1
5,111,197,HFR,HFR,38733,38750,Train,1
5,113,200,HFR,HFR,39316,39339,Train,1
5,120,212,HFR,HFR,40702,40722,Train,1
5,123,217,HFR,HFR,41133,41156,Train,1
5,125,220,HFR,HFR,41846,41864,Train,1
5,127,224,HFR,HFR,41896,41923,Train,1
5,129,228,HFR,HFR,41955,41986,Train,1
5,131,232,HFR,HFR,42019,42054,Train,1
5,134,237,HFR,HFR,42894,42918,Train,1
5,138,245,HFR,HFR,43007,43040,Train,1
5,140,248,HFR,HFR,43712,43731,Train,1
5,142,251,HFR,HFR,44049,44066,Train,1
5,146,259,HFR,HFR,44157,44190,Train,1
5,150,266,HFR,HFR,45646,45667,Train,1
5,152,270,HFR,HFR,45701,45738,Train,1
5,156,277,HFR,HFR,46805,46825,Train,1
5,158,281,HFR,HFR,46859,46885,Train,1
5,162,289,HFR,HFR,46971,47009,Train,1
5,166,297,HFR,HFR,47110,47144,Train,1
5,176,315,HFR,HFR,50728,50756,Train,1
5,190,339,HFR,HFR,57415,57465,Train,1
5,196,350,HFR,HFR,58212,58236,Train,1
5,202,361,HFR,HFR,59063,59091,Train,1
5,217,387,HFR,HFR,62480,62511,Train,1
5,221,395,HFR,HFR,62610,62650,Train,1
5,231,411,HFR,HFR,65777,65801,Train,1
5,234,416,HFR,HFR,66758,66783,Train,1
5,236,419,HFR,HFR,67426,67446,Train,1
5,246,437,HFR,HFR,69136,69170,Train,1
5,248,440,HFR,HFR,72180,72199,Train,1
5,251,445,HFR,HFR,73197,73223,Train,1
5,255,452,HFR,HFR,73966,73983,Train,1
5,259,460,HFR,HFR,74090,74122,Train,1
5,262,465,HFR,HFR,74854,74876,Train,1
5,274,487,HFR,HFR,77107,77146,Train,1
5,284,505,HFR,HFR,78245,78271,Train,1
5,294,524,HFR,HFR,79254,79285,Train,1
5,296,528,HFR,HFR,79320,79349,Train,1
5,311,556,HFR,HFR,84939,84970,Val,1
5,317,567,HFR,HFR,86544,86571,Val,1
5,321,574,HFR,HFR,87611,87638,Val,1
5,326,583,HFR,HFR,88855,88875,Test,1
5,329,588,HFR,HFR,89475,89504,Test,1
5,336,601,HFR,HFR,90335,90357,Test,1
5,340,609,HFR,HFR,90449,90484,Test,1
5,342,613,HFR,HFR,90518,90549,Test,1
5,344,616,HFR,HFR,91187,91211,Test,1
5,350,626,HFR,HFR,92742,92764,Test,1
5,352,629,HFR,HFR,93362,93384,Test,1
5,354,632,HFR,HFR,93712,93733,Test,1
5,357,637,HFR,HFR,94648,94670,Test,1
5,360,642,HFR,HFR,94937,94957,Test,1
5,363,647,HFR,HFR,95572,95592,Test,1
5,367,655,HFR,HFR,95698,95730,Test,1
5,383,683,HFR,HFR,102142,102160,Test,1
5,385,687,HFR,HFR,102192,102220,Test,1
5,393,702,HFR,HFR,103362,103386,Test,1
5,397,710,HFR,HFR,103489,103532,Test,1
5,402,719,HFR,HFR,105128,105149,Test,1
5,404,723,HFR,HFR,105184,105209,Test,1
1,3,5,HNL,HNL,25886,25910,Train,2
1,19,35,HNL,HNL,31939,31968,Train,2
1,25,45,HNL,HNL,33778,33795,Train,2
1,29,52,HNL,HNL,34847,34873,Train,2
1,35,64,HNL,HNL,35043,35082,Train,2
1,37,68,HNL,HNL,35118,35154,Train,2
1,40,73,HNL,HNL,36113,36133,Train,2
1,42,77,HNL,HNL,36166,36193,Train,2
1,47,86,HNL,HNL,37612,37643,Train,2
1,51,94,HNL,HNL,37748,37785,Train,2
1,53,98,HNL,HNL,37826,37855,Train,2
1,55,102,HNL,HNL,37891,37921,Train,2
1,66,122,HNL,HNL,42918,42939,Train,2
1,68,125,HNL,HNL,43296,43317,Train,2
1,72,133,HNL,HNL,43407,43435,Train,2
1,80,147,HNL,HNL,44976,45009,Train,2
1,96,175,HNL,HNL,49327,49347,Train,2
1,98,178,HNL,HNL,49738,49759,Train,2
1,114,206,HNL,HNL,54230,54257,Train,2
1,140,252,HNL,HNL,65238,65263,Train,2
1,145,261,HNL,HNL,66089,66113,Train,2
1,147,265,HNL,HNL,66161,66192,Train,2
1,165,299,HNL,HNL,69328,69358,Train,2
1,173,313,HNL,HNL,70964,70997,Train,2
1,175,317,HNL,HNL,71026,71043,Train,2
1,177,321,HNL,HNL,71087,71111,Train,2
1,182,329,HNL,HNL,75858,75878,Train,2
1,184,333,HNL,HNL,75928,75955,Train,2
1,188,340,HNL,HNL,77020,77049,Train,2
1,194,350,HNL,HNL,79724,79742,Train,2
1,206,370,HNL,HNL,82623,82640,Train,2
1,213,381,HNL,HNL,84715,84746,Train,2
1,218,390,HNL,HNL,85723,85758,Train,2
1,234,418,HNL,HNL,92247,92281,Val,2
1,236,422,HNL,HNL,92323,92356,Val,2
1,241,431,HNL,HNL,93295,93321,Val,2
1,243,435,HNL,HNL,93353,93386,Val,2
1,255,455,HNL,HNL,97316,97334,Test,2
1,259,462,HNL,HNL,98199,98217,Test,2
1,274,487,HNL,HNL,102504,102523,Test,2
1,280,497,HNL,HNL,104218,104234,Test,2
1,284,504,HNL,HNL,105204,105225,Test,2
1,288,511,HNL,HNL,105978,105999,Test,2
1,291,516,HNL,HNL,109149,109168,Test,2
1,295,523,HNL,HNL,111009,111027,Test,2
1,305,541,HNL,HNL,113033,113063,Test,2
1,329,586,HNL,HNL,117170,117192,Test,2
2,9,15,HNL,HNL,16326,16357,Train,2
2,46,79,HNL,HNL,24524,24544,Train,2
2,48,83,HNL,HNL,24590,24613,Train,2
2,54,94,HNL,HNL,26026,26045,Train,2
2,60,105,HNL,HNL,26416,26449,Train,2
2,63,110,HNL,HNL,27164,27185,Train,2
2,67,117,HNL,HNL,28397,28417,Train,2
2,69,121,HNL,HNL,28457,28486,Train,2
2,74,130,HNL,HNL,29443,29463,Train,2
2,78,137,HNL,HNL,30166,30188,Train,2
2,87,152,HNL,HNL,34779,34799,Train,2
2,98,172,HNL,HNL,36640,36656,Train,2
2,120,210,HNL,HNL,40827,40856,Train,2
2,128,224,HNL,HNL,42349,42372,Train,2
2,132,231,HNL,HNL,43374,43393,Train,2
2,135,236,HNL,HNL,43979,43996,Train,2
2,138,241,HNL,HNL,44468,44489,Train,2
2,142,248,HNL,HNL,45121,45155,Train,2
2,146,255,HNL,HNL,45802,45822,Train,2
2,171,299,HNL,HNL,52676,52710,Train,2
2,175,306,HNL,HNL,53543,53567,Train,2
2,193,337,HNL,HNL,56029,56043,Train,2
2,199,349,HNL,HNL,56229,56249,Train,2
2,203,356,HNL,HNL,57647,57667,Train,2
2,206,361,HNL,HNL,58248,58272,Train,2
2,211,370,HNL,HNL,59020,59045,Train,2
2,213,373,HNL,HNL,60096,60115,Train,2
2,215,376,HNL,HNL,60397,60422,Train,2
2,224,392,HNL,HNL,62077,62110,Train,2
2,226,395,HNL,HNL,62561,62583,Train,2
2,234,408,HNL,HNL,67035,67056,Train,2
2,236,412,HNL,HNL,67091,67116,Train,2
2,244,425,HNL,HNL,68373,68397,Train,2
2,248,432,HNL,HNL,69424,69446,Train,2
2,250,435,HNL,HNL,69831,69856,Train,2
2,252,438,HNL,HNL,71424,71447,Train,2
2,257,447,HNL,HNL,72156,72180,Train,2
2,261,454,HNL,HNL,72758,72794,Train,2
2,263,458,HNL,HNL,72836,72873,Train,2
2,265,462,HNL,HNL,72908,72926,Train,2
2,273,475,HNL,HNL,75807,75842,Train,2
2,276,480,HNL,HNL,76466,76490,Train,2
2,285,497,HNL,HNL,77811,77848,Train,2
2,294,512,HNL,HNL,80212,80230,Train,2
2,296,516,HNL,HNL,80265,80293,Train,2
2,311,541,HNL,HNL,85142,85181,Train,2
2,317,552,HNL,HNL,86012,86039,Train,2
2,324,565,HNL,HNL,86620,86660,Train,2
2,331,578,HNL,HNL,87437,87471,Train,2
2,348,609,HNL,HNL,90394,90414,Train,2
2,355,621,HNL,HNL,91765,91793,Train,2
2,364,638,HNL,HNL,95280,95302,Train,2
2,366,641,HNL,HNL,95919,95942,Train,2
2,374,655,HNL,HNL,97491,97546,Train,2
2,378,662,HNL,HNL,98378,98411,Train,2
2,382,669,HNL,HNL,99340,99375,Train,2
2,384,672,HNL,HNL,100111,100133,Train,2
2,390,683,HNL,HNL,100872,100919,Train,2
2,393,688,HNL,HNL,101716,101750,Val,2
2,404,709,HNL,HNL,103223,103252,Val,2
2,415,730,HNL,HNL,104260,104288,Val,2
2,420,739,HNL,HNL,105191,105228,Val,2
2,422,743,HNL,HNL,105254,105277,Val,2
2,436,766,HNL,HNL,110594,110623,Test,2
2,438,770,HNL,HNL,110664,110690,Test,2
2,443,779,HNL,HNL,111656,111686,Test,2
2,455,802,HNL,HNL,112896,112909,Test,2
2,462,815,HNL,HNL,114348,114376,Test,2
2,472,832,HNL,HNL,117027,117055,Test,2
2,474,836,HNL,HNL,117087,117122,Test,2
2,484,854,HNL,HNL,118697,118727,Test,2
2,487,859,HNL,HNL,119443,119464,Test,2
2,495,874,HNL,HNL,120595,120626,Test,2
2,498,879,HNL,HNL,123317,123341,Test,2
2,508,897,HNL,HNL,124757,124777,Test,2
2,519,917,HNL,HNL,126152,126182,Test,2
2,521,921,HNL,HNL,126223,126262,Test,2
2,529,935,HNL,HNL,127770,127800,Test,2
2,534,944,HNL,HNL,128341,128367,Test,2
2,541,957,HNL,HNL,130202,130230,Test,2
2,543,961,HNL,HNL,130267,130297,Test,2
2,549,972,HNL,HNL,132879,132911,Test,2
3,5,9,HNL,HNL,2077,2109,Train,2
3,28,49,HNL,HNL,7254,7280,Train,2
3,30,53,HNL,HNL,7315,7341,Train,2
3,32,57,HNL,HNL,7382,7411,Train,2
3,42,75,HNL,HNL,11169,11194,Train,2
3,44,79,HNL,HNL,11227,11257,Train,2
3,51,92,HNL,HNL,12376,12395,Train,2
3,55,99,HNL,HNL,13035,13052,Train,2
3,58,104,HNL,HNL,13344,13368,Train,2
3,61,109,HNL,HNL,14322,14343,Train,2
3,63,113,HNL,HNL,14384,14423,Train,2
3,65,117,HNL,HNL,14478,14496,Train,2
3,67,120,HNL,HNL,15196,15214,Train,2
3,71,127,HNL,HNL,18381,18403,Train,2
3,73,131,HNL,HNL,18444,18474,Train,2
3,77,137,HNL,HNL,19480,19511,Train,2
3,79,141,HNL,HNL,19557,19588,Train,2
3,81,145,HNL,HNL,19629,19662,Train,2
3,89,160,HNL,HNL,20984,21009,Train,2
3,91,163,HNL,HNL,21270,21305,Train,2
3,105,188,HNL,HNL,24423,24454,Train,2
3,113,202,HNL,HNL,26515,26544,Train,2
3,122,217,HNL,HNL,32444,32467,Train,2
3,125,222,HNL,HNL,33184,33203,Train,2
3,127,226,HNL,HNL,33243,33271,Train,2
3,131,233,HNL,HNL,33869,33894,Train,2
3,136,242,HNL,HNL,34737,34756,Train,2
3,144,256,HNL,HNL,36278,36297,Train,2
3,148,263,HNL,HNL,37083,37101,Train,2
3,150,267,HNL,HNL,37140,37167,Train,2
3,152,271,HNL,HNL,37210,37240,Train,2
3,155,276,HNL,HNL,38225,38248,Train,2
3,161,286,HNL,HNL,40031,40049,Train,2
3,163,290,HNL,HNL,40086,40116,Train,2
3,167,297,HNL,HNL,43943,43959,Train,2
3,169,300,HNL,HNL,44295,44325,Train,2
3,174,309,HNL,HNL,44916,44947,Train,2
3,177,314,HNL,HNL,45550,45575,Train,2
3,183,324,HNL,HNL,47181,47211,Train,2
3,188,333,HNL,HNL,47826,47858,Train,2
3,192,341,HNL,HNL,47969,47994,Train,2
3,196,348,HNL,HNL,48904,48932,Train,2
3,204,362,HNL,HNL,52177,52195,Val,2
3,211,375,HNL,HNL,53156,53176,Val,2
3,213,379,HNL,HNL,53211,53247,Val,2
3,219,389,HNL,HNL,55531,55552,Val,2
3,222,394,HNL,HNL,56393,56420,Val,2
3,224,398,HNL,HNL,56486,56514,Val,2
3,226,402,HNL,HNL,56559,56587,Val,2
3,229,407,HNL,HNL,57320,57340,Val,2
3,233,415,HNL,HNL,57439,57468,Val,2
3,240,427,HNL,HNL,59974,60008,Test,2
3,249,443,HNL,HNL,64641,64664,Test,2
3,258,458,HNL,HNL,66200,66235,Test,2
3,268,476,HNL,HNL,68001,68032,Test,2
3,273,485,HNL,HNL,69076,69106,Test,2
3,275,489,HNL,HNL,69147,69173,Test,2
3,282,502,HNL,HNL,70184,70213,Test,2
3,285,507,HNL,HNL,71351,71373,Test,2
3,290,516,HNL,HNL,72024,72048,Test,2
3,297,528,HNL,HNL,73928,73951,Test,2
3,299,531,HNL,HNL,76568,76587,Test,2
3,301,535,HNL,HNL,76621,76650,Test,2
3,303,539,HNL,HNL,76701,76732,Test,2
3,307,547,HNL,HNL,76836,76871,Test,2
3,310,552,HNL,HNL,77590,77609,Test,2
3,317,564,HNL,HNL,79080,79102,Test,2
4,3,5,HNL,HNL,5984,6003,Train,2
4,5,8,HNL,HNL,6584,6602,Train,2
4,7,12,HNL,HNL,6651,6684,Train,2
4,11,20,HNL,HNL,6779,6807,Train,2
4,15,28,HNL,HNL,6914,6943,Train,2
4,17,32,HNL,HNL,6974,7001,Train,2
4,21,40,HNL,HNL,7118,7146,Train,2
4,23,44,HNL,HNL,7191,7217,Train,2
4,25,48,HNL,HNL,7253,7281,Train,2
4,29,55,HNL,HNL,8448,8466,Train,2
4,31,59,HNL,HNL,8498,8527,Train,2
4,35,67,HNL,HNL,8619,8646,Train,2
4,37,71,HNL,HNL,8694,8724,Train,2
4,39,75,HNL,HNL,8764,8797,Train,2
4,49,93,HNL,HNL,10584,10602,Train,2
4,51,97,HNL,HNL,10645,10672,Train,2
4,59,111,HNL,HNL,13072,13105,Train,2
4,66,123,HNL,HNL,15339,15373,Train,2
4,68,127,HNL,HNL,15420,15462,Train,2
4,70,131,HNL,HNL,15492,15501,Train,2
4,104,189,HNL,HNL,25423,25455,Train,2
4,106,193,HNL,HNL,25502,25530,Train,2
4,108,197,HNL,HNL,25572,25600,Train,2
4,110,201,HNL,HNL,25634,25662,Train,2
4,114,209,HNL,HNL,25759,25788,Train,2
4,116,213,HNL,HNL,25822,25850,Train,2
4,125,229,HNL,HNL,27574,27603,Train,2
4,129,236,HNL,HNL,28379,28407,Train,2
4,133,244,HNL,HNL,28520,28555,Train,2
4,137,251,HNL,HNL,29737,29761,Train,2
4,139,255,HNL,HNL,29806,29834,Train,2
4,147,269,HNL,HNL,31697,31721,Train,2
4,151,276,HNL,HNL,32493,32512,Train,2
4,153,280,HNL,HNL,32551,32574,Train,2
4,155,284,HNL,HNL,32593,32626,Train,2
4,159,291,HNL,HNL,33628,33648,Train,2
4,163,298,HNL,HNL,36234,36251,Train,2
4,168,307,HNL,HNL,36810,36829,Train,2
4,171,312,HNL,HNL,37385,37405,Train,2
4,173,315,HNL,HNL,37884,37909,Train,2
4,178,323,HNL,HNL,38993,39023,Train,2
4,185,336,HNL,HNL,39557,39584,Train,2
4,194,353,HNL,HNL,41283,41311,Train,2
4,204,373,HNL,HNL,41610,41635,Train,2
4,206,377,HNL,HNL,41679,41719,Train,2
4,208,381,HNL,HNL,41758,41789,Train,2
4,210,385,HNL,HNL,41831,41856,Train,2
4,212,389,HNL,HNL,41888,41914,Train,2
4,214,393,HNL,HNL,41949,41976,Train,2
4,225,414,HNL,HNL,43397,43417,Train,2
4,241,442,HNL,HNL,50026,50058,Train,2
4,243,446,HNL,HNL,50095,50121,Train,2
4,249,457,HNL,HNL,51124,51151,Train,2
4,257,472,HNL,HNL,52088,52108,Train,2
4,259,476,HNL,HNL,52159,52191,Train,2
4,264,485,HNL,HNL,53540,53564,Train,2
4,268,493,HNL,HNL,53670,53700,Train,2
4,270,497,HNL,HNL,53746,53777,Train,2
4,274,505,HNL,HNL,53882,53919,Train,2
4,283,521,HNL,HNL,55439,55469,Train,2
4,286,526,HNL,HNL,56896,56916,Train,2
4,288,530,HNL,HNL,56957,56987,Train,2
4,290,534,HNL,HNL,57030,57061,Train,2
4,294,542,HNL,HNL,57175,57211,Train,2
4,298,550,HNL,HNL,57310,57342,Train,2
4,300,553,HNL,HNL,58132,58150,Train,2
4,303,558,HNL,HNL,58888,58910,Train,2
4,307,565,HNL,HNL,59569,59588,Train,2
4,312,574,HNL,HNL,62776,62810,Train,2
4,314,578,HNL,HNL,62850,62894,Train,2
4,326,600,HNL,HNL,64571,64590,Train,2
4,328,604,HNL,HNL,64622,64649,Train,2
4,335,617,HNL,HNL,66095,66119,Train,2
4,337,621,HNL,HNL,66151,66185,Train,2
4,339,625,HNL,HNL,66226,66251,Train,2
4,341,629,HNL,HNL,66286,66318,Train,2
4,347,640,HNL,HNL,67155,67175,Train,2
4,354,653,HNL,HNL,68861,68879,Train,2
4,356,657,HNL,HNL,68916,68940,Train,2
4,362,668,HNL,HNL,69981,69999,Train,2
4,368,679,HNL,HNL,70817,70835,Train,2
4,370,683,HNL,HNL,70885,70912,Train,2
4,372,686,HNL,HNL,71644,71665,Train,2
4,374,690,HNL,HNL,71705,71741,Train,2
4,376,693,HNL,HNL,72580,72600,Train,2
4,378,696,HNL,HNL,72818,72838,Train,2
4,380,700,HNL,HNL,72875,72907,Train,2
4,382,703,HNL,HNL,73592,73611,Train,2
4,384,707,HNL,HNL,73656,73684,Train,2
4,386,711,HNL,HNL,73721,73743,Train,2
4,393,723,HNL,HNL,75304,75323,Train,2
4,396,728,HNL,HNL,76124,76143,Train,2
4,401,737,HNL,HNL,77089,77120,Train,2
4,406,745,HNL,HNL,78616,78636,Train,2
4,408,749,HNL,HNL,78677,78702,Train,2
4,410,753,HNL,HNL,78752,78784,Train,2
4,418,769,HNL,HNL,79014,79048,Train,2
4,420,772,HNL,HNL,79952,79972,Train,2
4,423,777,HNL,HNL,80618,80633,Train,2
4,426,782,HNL,HNL,80917,80939,Train,2
4,428,786,HNL,HNL,80985,81014,Train,2
4,430,790,HNL,HNL,81049,81074,Train,2
4,434,798,HNL,HNL,81171,81199,Train,2
4,441,811,HNL,HNL,82729,82753,Train,2
4,443,815,HNL,HNL,82795,82822,Train,2
4,445,819,HNL,HNL,82868,82886,Train,2
4,451,830,HNL,HNL,83999,84030,Train,2
4,462,850,HNL,HNL,87922,87952,Train,2
4,471,865,HNL,HNL,90310,90342,Train,2
4,476,873,HNL,HNL,91573,91590,Train,2
4,478,877,HNL,HNL,91625,91653,Train,2
4,482,885,HNL,HNL,91739,91769,Train,2
4,484,889,HNL,HNL,91811,91835,Train,2
4,486,893,HNL,HNL,91872,91892,Train,2
4,488,896,HNL,HNL,92557,92583,Train,2
4,497,912,HNL,HNL,94261,94292,Train,2
4,504,925,HNL,HNL,95654,95677,Train,2
4,509,934,HNL,HNL,96350,96380,Train,2
4,515,945,HNL,HNL,97592,97609,Train,2
4,522,958,HNL,HNL,98401,98427,Train,2
4,524,961,HNL,HNL,98897,98917,Train,2
4,527,966,HNL,HNL,99777,99795,Train,2
4,532,975,HNL,HNL,100631,100651,Train,2
4,535,980,HNL,HNL,101242,101265,Train,2
4,540,988,HNL,HNL,105018,105039,Train,2
4,544,995,HNL,HNL,105693,105717,Train,2
4,546,998,HNL,HNL,106268,106285,Train,2
4,551,1007,HNL,HNL,107090,107111,Train,2
4,555,1015,HNL,HNL,107219,107248,Train,2
4,560,1024,HNL,HNL,108280,108298,Train,2
4,562,1027,HNL,HNL,108602,108622,Train,2
4,564,1031,HNL,HNL,108670,108699,Train,2
4,567,1036,HNL,HNL,110110,110136,Train,2
4,570,1041,HNL,HNL,110945,110965,Train,2
4,572,1045,HNL,HNL,110999,111026,Train,2
4,576,1053,HNL,HNL,111119,111153,Train,2
4,582,1064,HNL,HNL,112105,112131,Train,2
4,584,1067,HNL,HNL,112356,112378,Train,2
4,596,1088,HNL,HNL,114499,114531,Train,2
4,607,1106,HNL,HNL,119180,119214,Train,2
4,613,1118,HNL,HNL,119372,119403,Train,2
4,615,1122,HNL,HNL,119444,119479,Train,2
4,623,1136,HNL,HNL,122068,122094,Train,2
4,625,1139,HNL,HNL,122526,122541,Train,2
4,627,1142,HNL,HNL,122940,122957,Train,2
4,630,1147,HNL,HNL,123218,123241,Train,2
4,636,1157,HNL,HNL,124141,124159,Train,2
4,638,1161,HNL,HNL,124212,124237,Train,2
4,642,1169,HNL,HNL,124383,124421,Train,2
4,649,1181,HNL,HNL,126007,126026,Train,2
4,655,1191,HNL,HNL,127312,127332,Train,2
4,658,1196,HNL,HNL,128055,128071,Train,2
4,660,1200,HNL,HNL,128105,128135,Train,2
4,662,1204,HNL,HNL,128166,128196,Train,2
4,667,1213,HNL,HNL,129630,129654,Train,2
4,669,1216,HNL,HNL,132561,132578,Train,2
4,673,1224,HNL,HNL,132706,132735,Train,2
4,679,1235,HNL,HNL,134410,134434,Train,2
4,681,1238,HNL,HNL,134958,134975,Train,2
4,683,1241,HNL,HNL,135216,135238,Train,2
4,685,1244,HNL,HNL,135838,135860,Train,2
4,691,1254,HNL,HNL,137178,137205,Train,2
4,701,1270,HNL,HNL,141459,141487,Train,2
4,729,1319,HNL,HNL,147811,147841,Train,2
4,735,1330,HNL,HNL,148729,148758,Train,2
4,737,1334,HNL,HNL,148795,148822,Train,2
4,739,1338,HNL,HNL,148855,148887,Train,2
4,749,1358,HNL,HNL,149202,149233,Train,2
4,755,1369,HNL,HNL,150497,150515,Train,2
4,757,1373,HNL,HNL,150548,150577,Train,2
4,766,1390,HNL,HNL,152497,152524,Train,2
4,768,1394,HNL,HNL,152558,152585,Train,2
4,771,1399,HNL,HNL,154006,154028,Train,2
4,783,1420,HNL,HNL,156279,156303,Train,2
4,793,1440,HNL,HNL,156604,156629,Train,2
4,797,1447,HNL,HNL,158105,158121,Train,2
4,799,1451,HNL,HNL,158170,158198,Train,2
4,809,1471,HNL,HNL,158472,158502,Train,2
4,812,1476,HNL,HNL,159631,159648,Train,2
4,814,1480,HNL,HNL,159700,159726,Train,2
4,816,1484,HNL,HNL,159760,159788,Train,2
4,829,1506,HNL,HNL,165885,165925,Train,2
4,835,1516,HNL,HNL,167224,167263,Train,2
4,837,1520,HNL,HNL,167298,167328,Train,2
4,849,1541,HNL,HNL,169816,169839,Train,2
